title,images,url,price,description,tracks
V/A - TOP 40 - #1 Hits (coloured) (LP),"['https://media.s-bol.com/NGZgzky3Eow8/RV8MML/550x478.jpg', 'https://media.s-bol.com/BvGnmWVp2l1Y/okjkPK/550x550.jpg', 'https://media.s-bol.com/NGZgzky3Eow8/RV8MML/124x107.jpg', 'https://media.s-bol.com/BvGnmWVp2l1Y/okjkPK/124x124.jpg', 'https://media.s-bol.com/xyZKVjylYzol/N6WBoK/124x124.jpg']",https://www.bol.com//nl/nl/p/v-a-top-40-1-hits/9300000140707849/,"21,99","Meer dan 58 jaar Top 40 heeft veel fantastische hits opgeleverd die voor sommige muziekfans een feest der herkenning zijn en voor anderen misschien een eerste kennismaking met hits uit lang vervlogen tijden. Op Top40.nl schenkt de Stichting Nederlandse Top 40 aandacht aan de rijke historie van de Top 40. Op de gekleurde LP Top 40 - #1 Hits staat een selectie van de grootste, enige echte originele Top 40 hits die de nummer één positie hebben gehaald van o.a. George Michael, P!nk en Calvin Harris & Dua Lipa.","['1. George Michael - Careless Whisper - V/A', '2. P!nk - What About Us - V/A', '3. Bruce Hornsby And The Range - The Way It Is - V/A', '4. Bangles - Eternal Flame - V/A', '5. Calvin Harris & Dua Lipa - One Kiss - V/A', '6. Celine Dion - Think Twice - V/A', '7. Whitney Houston - I Will Always Love You - V/A', '8. Boney M. - Ma Baker - V/A', '9. George Ezra - Shotgun - V/A', '10. Middle Of The Road - Sacramento - V/A', '11. Pitbull Ft. Ke$ha - Timber - V/A', '12. Train - Hey, Soul Sister - V/A', '13. Lisa Stansfield - All Around The World - V/A']"
Flemming - Flemming (LP),['https://media.s-bol.com/1p6AogVjEjGo/vm9GjL/550x550.jpg'],https://www.bol.com//nl/nl/p/flemming-flemming/9300000126373753/,"29,10","Na een jaar vol hoogtepunten, vier hits en 100 miljoen streams brengt de Brabantse zanger Flemming op vrijdag 4 november zijn debuutalbum 'FLEMMING' uit.FLEMMING's carrière ging het afgelopen jaar in een sneltreinvaart, in zijn eigen woorden een ""Max Verstappen start"".Op het album vind je natuurlijk al zijn hits, mooie samenwerkingen (o.a. met Emma Heesters) en heel persoonlijke liedjes.Flemming: ""ik kan nu eindelijk aan iedereen laten zien wie ik echt ben en waar ik voor sta. We gaan knallen!'.","['1. De Kans - Flemming', '2. Zij Wil Mij - Flemming', '3. Paracetamollen - Flemming', '4. Zelfverzekerd - Flemming', '5. Doodsbang ft. Emma Heesters - Flemming', '6. Amsterdam - Flemming', '7. Wolken - Flemming', '8. Automatisch - Flemming', '9. Mooiste Meisje - Flemming', '10. Jij Hoort Bij Mij - Flemming', '11. Terug Bij Af ft. Ronnie Flex - Flemming', '12. Plaatje Van Jou - Flemming']"
Total Touch - Total Touch (LP),['https://media.s-bol.com/Rn9No4Qx28nL/Jo3EMy/550x412.jpg'],https://www.bol.com//nl/nl/p/total-touch-total-touch/9300000148163237/,"37,99","Total Touch was het Nederlandse duo van Trijntje Oosterhuis en Tjeerd Oosterhuis dat muziek doordrenkte met een unieke mix van soepele zang, jazzy harmonieën en funky grooves. Hun titelloze debuutalbum uit 1996 werd met veel lovende kritieken ontvangen. Het bevat de hitsingles ""Touch Me There"", ""Somebody Else's Lover"", ""One Moment Your Mind"" en ""Standing Strong, Together!"".","['1. Higher & Higher - Total Touch', '2. Touch Me There - Total Touch', '3. Interlude - Total Touch', ""4. Somebody Else's Lover - Total Touch"", ""5. Standin' Strong, Together! - Total Touch"", '6. One Moment Your Mind - Total Touch', '7. Friend Forever - Total Touch', ""8. That's What I Want - Total Touch"", '9. So Curious - Total Touch', '10. Show Me Your Smile - Total Touch', '11. Doo Be La Dee - Total Touch', '12. For This Moment Only - Total Touch']"
Tame Impala - Currents (2 LP).Het meest succesvolle album van Tame Impala.,"['https://media.s-bol.com/JEmAMoBnMrjg/gKrvvG/550x550.jpg', 'https://media.s-bol.com/xkkG7Wwj7o2r/550x411.jpg', 'https://media.s-bol.com/JEmAMoBnMrjg/gKrvvG/124x124.jpg', 'https://media.s-bol.com/xkkG7Wwj7o2r/124x92.jpg']",https://www.bol.com//nl/nl/p/tame-impala-currents/9200000043468175/,"32,99","In 2010 kwam het debuut album 'Innerspeaker’ uit en in 2012 het album 'Lonerism’. Het derde album 'Currents’ werd geschreven, geproduceerd en gemixt door Kevin Parker in Australië. Transities in zijn persoonlijke leven vormen de basis van het album en hebben hem geholpen om zich te ontwikkelen tot een nieuw persoon. 'Currents’ is opnieuw een psychedelisch album, maar maakt ook uitstapjes naar hiphop, funk en future pop.","['1. Let It Happen - Tame Impala', '2. Nangs - Tame Impala', '3. The Moment - Tame Impala', ""4. Yes I'm Changing - Tame Impala"", '5. Eventually - Tame Impala', '6. Gossip - Tame Impala', '7. The Less I Know The Better - Tame Impala', '8. Past Life - Tame Impala', '9. Disciples - Tame Impala', ""10. 'Cause I'm A Man - Tame Impala"", '11. Reality In Motion - Tame Impala', '12. Love/Paranoia - Tame Impala', '13. New Person, Same Old Mistakes - Tame Impala']"
Lana Del Rey - Born To Die (2 LP).(Voor dit artikel heb je een platenspeler nodig).,"['https://media.s-bol.com/qMJq16ORqBQ7/9Bnp9z/550x550.jpg', 'https://media.s-bol.com/ROVXymPlD2AR/550x305.jpg', 'https://media.s-bol.com/qMJq16ORqBQ7/9Bnp9z/124x124.jpg', 'https://media.s-bol.com/ROVXymPlD2AR/124x68.jpg', 'https://media.s-bol.com/MZ0yD8vgWMz1/124x116.jpg', 'https://media.s-bol.com/J6q9gg0GBNZP/124x72.jpg', 'https://media.s-bol.com/R6oVqG6GGg3q/124x101.jpg', 'https://media.s-bol.com/R6oVqGJYJp4R/124x120.jpg', 'https://media.s-bol.com/YowWjmJYR4O/124x92.jpg']",https://www.bol.com//nl/nl/p/lana-del-rey-born-to-die/1000004011994042/,"46,99",Born To Die is een album van Lana Del Rey uit 2015,"['1. Born To Die - Lana Del Rey', '2. Off To The Races - Lana Del Rey', '3. Blue Jeans - Lana Del Rey', '4. Video Games - Lana Del Rey', '5. Diet Mountain Dew - Lana Del Rey', '6. National Anthem - Lana Del Rey', '7. Dark Paradise - Lana Del Rey', '8. Radio - Lana Del Rey', '9. Carmen - Lana Del Rey', '10. Million Dollar Man - Lana Del Rey', '11. Summertime Sadness - Lana Del Rey', '12. This Is What Makes Us Girls - Lana Del Rey', '13. Without You - Lana Del Rey', '14. Lolita - Lana Del Rey', '15. Lucky Ones - Lana Del Rey']"
"Froukje - Uitzinnig (10"" LP).De tweede EP van Froukje.","['https://media.s-bol.com/PrPlxOPE16Aw/vl7MmG8/550x550.jpg', 'https://media.s-bol.com/RwRnzQRJg8Dq/vl7MmG8/550x550.jpg', 'https://media.s-bol.com/PrPlxOPE16Aw/vl7MmG8/124x124.jpg', 'https://media.s-bol.com/RwRnzQRJg8Dq/vl7MmG8/124x124.jpg']",https://www.bol.com//nl/nl/p/froukje-uitzinnig/9300000078869879/,"28,99",Uitzinnig is een album van Froukje uit 2022 en is uitgebracht onder het label Top Notch,"['1. Uitzinnig - Froukje', '2. Zonder Gezicht - S10 Froukje', '3. Een Man Die Nooit Meer Huilt - Froukje', '4. Niets Tussen - Froukje', '5. Een Teken - Froukje', '6. Liever Met Jou - Froukje']"
The Singles,['https://media.s-bol.com/JA3Mzg6933w2/r3jpRk/550x550.jpg'],https://www.bol.com//nl/nl/p/the-singles/9300000149041848/,"306,-","Ter viering van 40 jaar WHAM! Britain's meest geliefde en populaire duo, dit is waar de fans op hebben gewacht... WHAM! The Singles: Echoes From The Edge Of Heaven. Deze multi-formaat release bevat een speciale editie 7"" vinyl singles draagtas met alle hits, die vier duizelingwekkende succesvolle jaren omspannen, beginnend met 1982's Young Guns (Go For It) en met als hoogtepunt 1986's The Edge Of Heaven. Daarbij was er de meest opbeurende muziek van alle tijden: WHAM! RAP! (Enjoy What You Do), Bad Boys, Club Tropicana, Wake Me Up Before You Go-Go, Freedom, Last Christmas, Everything She Wants en I'm Your Man!","['1. Wham! - Battlestations', '2. Wham! - Where Did Your Heart Go?', '3. Wham! - Interviews - Fan Gift from Wham!', '4. Wham! - Wham Rap! (Enjoy What You Do)', '5. Wham! - Wham Rap! (Enjoy What You Do) [Club Mix]', '6. Wham! - Young Guns (Go for It!)', '7. Wham! - Going for It!', '8. Wham! - Bad Boys', '9. Wham! - Bad Boys (Instrumental)', '10. Wham! - Club Tropicana', '11. Wham! - Blue (Armed With Love)', '12. Wham! - Club Fantastic Megamix', '13. Wham! - A Ray of Sunshine (Instrumental Remix)', '14. Wham! - Wake Me Up Before You Go-go', '15. Wham! - Wake Me Up Before You Go-go (Instrumental)', '16. Wham! - Freedom', '17. Wham! - Freedom (Instrumental)', '18. Wham! - Last Christmas (Single Version)', '19. Wham! - Everything She Wants', ""20. Wham! - I'm Your Man"", '21. Wham! - Do It Right (Instrumental)', '22. Wham! - The Edge of Heaven', ""23. Wham! - Wham! Rap '86""]"
Music Of The Spheres (LP) (Coloured Vinyl).Het negende studio album van Coldplay.,"['https://media.s-bol.com/qAQP76oyDYxy/lOy2r4V/550x534.jpg', 'https://media.s-bol.com/xL1lB4B10vYE/mq2W6nr/550x546.jpg', 'https://media.s-bol.com/qAQP76oyDYxy/lOy2r4V/124x120.jpg', 'https://media.s-bol.com/xL1lB4B10vYE/mq2W6nr/124x123.jpg', 'https://media.s-bol.com/YVyDlVWJQw4W/nZ03pYE/124x124.jpg', 'https://media.s-bol.com/xo6Zn85VGEol/lOy2r4V/86x155.jpg']",https://www.bol.com//nl/nl/p/music-of-the-spheres/9300000045270364/,"24,99","Coldplay heeft zojuist aangekondigd dat het nieuwe album Music Of The Spheres op 15 oktober uitkomt. Het is alweer het negende studio album van de band en de plaat bevat in totaal twaalf tracks, waaronder de hitsingle 'Higher Power.","['1. Coldplay - Music of the Spheres I', '2. Coldplay - Higher Power', '3. Coldplay - Humankind', '4. Coldplay - Alien Choir', '5. Coldplay - Let Somebody Go', '6. Coldplay - Human Heart', '7. Coldplay - People of the Pride', '8. Coldplay - Biutyful', '9. Coldplay - Music of the Spheres II', '10. Coldplay - My Universe', '11. Coldplay - Infinity Sign', '12. Coldplay - Coloratura']"
The Wall (LP).(Voor dit artikel heb je een platenspeler nodig).,"['https://media.s-bol.com/NkkxR0jpWEJm/550x411.jpg', 'https://media.s-bol.com/YrxXEj4lBoQW/4Q19pm6/550x546.jpg', 'https://media.s-bol.com/NkkxR0jpWEJm/124x92.jpg', 'https://media.s-bol.com/YrxXEj4lBoQW/4Q19pm6/124x123.jpg', 'https://media.s-bol.com/qxY072kxp8V7/124x95.jpg', 'https://media.s-bol.com/RBVyOv6xVg5Y/ZzkyWE/124x124.jpg', 'https://media.s-bol.com/jAXpMzymRwX4/RgpAy3E/124x124.jpg', 'https://media.s-bol.com/mGBr8WjQ0Qr3/0Ym6kJL/124x124.jpg']",https://www.bol.com//nl/nl/p/the-wall/1000004011482739/,"32,66","The Wall is een van de meest geprezen concept albums aller tijden: het album word gezien als een meesterwerk van Roger Waters en Pink Floyd gezamenlijk. Het is een dubbelalbum met thema’s over isolatie en verlies. Tijdens de periode dat Pink Floyd The Wall uitbracht ging dat tezamen met gigantische en theatrale live shows, welke tegenwoordig door vele critici worden gezien als een van de beste live shows ooit. Another Brick in The WallHet unieke en herkenbare artwork van The Wall werd gemaakt door Gerald Scarfe. Het album zelf bevat uiteraard de nummer 1 hit Another Brick in The Wall, Part2. Uiteraard staan op dit album ook de klassiekers Hey You, Run Like Hell, en Comfortably Numb.Let op: indien u deze reissue via bol.com bestelt dan zal de 2016 reissue geleverd worden. Wanneer u deze reissue via een externe verkoper op bol.com bestelt kunnen wij niet garanderen dat de 2016 reissue wordt geleverd.","['1. Pink Floyd - In The Flesh? (2011 Remastered Version)', '2. Pink Floyd - The Thin Ice (2011 Remastered Version)', '3. Pink Floyd - Another Brick In The Wall, Pt. 1 (2011 Remastered Version)', '4. Pink Floyd - The Happiest Days Of Our Lives (2011 Remastered Version)', '5. Pink Floyd - Another Brick In The Wall, Pt. 2 (2011 Remastered Version)', '6. Pink Floyd - Mother (2011 Remastered Version)', '7. Pink Floyd - Goodbye Blue Sky (2011 Remastered Version)', '8. Pink Floyd - Empty Spaces (2011 Remastered Version)', '9. Pink Floyd - Young Lust (2011 Remastered Version)', '10. Pink Floyd - One Of My Turns (2011 Remastered Version)', ""11. Pink Floyd - Don't Leave Me Now (2011 Remastered Version)"", '12. Pink Floyd - Another Brick In The Wall, Pt. 3 (2011 Remastered Version)', '13. Pink Floyd - Goodbye Cruel World (2011 Remastered Version)', '14. Pink Floyd - Hey You (2011 Remastered Version)', '15. Pink Floyd - Is There Anybody Out There? (2011 Remastered Version)', '16. Pink Floyd - Nobody Home (2011 Remastered Version)', '17. Pink Floyd - Vera (2011 Remastered Version)', '18. Pink Floyd - Bring The Boys Back Home (2011 Remastered Version)', '19. Pink Floyd - Comfortably Numb (2011 Remastered Version)', '20. Pink Floyd - The Show Must Go On (2011 Remastered Version)', '21. Pink Floyd - In The Flesh (2011 Remastered Version)', '22. Pink Floyd - Run Like Hell (2011 Remastered Version)', '23. Pink Floyd - Waiting For The Worms (2011 Remastered Version)', '24. Pink Floyd - Stop (2011 Remastered Version)', '25. Pink Floyd - The Trial (2011 Remastered Version)', '26. Pink Floyd - Outside The Wall (2011 Remastered Version)']"
PEARL JAM - GIVE WAY -GATEFOLD/RSD-,"['https://media.s-bol.com/YxLrKZyWL22K/YKmkL2/550x537.jpg', 'https://media.s-bol.com/gKo83O2Nr9M9/YKmkL2/550x533.jpg', 'https://media.s-bol.com/YxLrKZyWL22K/YKmkL2/124x121.jpg', 'https://media.s-bol.com/gKo83O2Nr9M9/YKmkL2/124x120.jpg']",https://www.bol.com//nl/nl/p/pearl-jam-give-way-gatefold-rsd/9300000146820363/,"45,99","From hype sticker: Recorded live in in Melbourne, Australia, during the 1998 Yield tour.Glossy gatefold sleeve. No inserts.15500 copies worldwide.Runouts are stamped on all four sides.US release. No Sony Music logo on packaging.",[]
Beyonce - Renaissance,"['https://media.s-bol.com/BEnNDPn71QXo/D9DZJk/550x550.jpg', 'https://media.s-bol.com/m0OjMx93mnwA/A86Wzl/550x565.jpg', 'https://media.s-bol.com/BEnNDPn71QXo/D9DZJk/124x124.jpg', 'https://media.s-bol.com/m0OjMx93mnwA/A86Wzl/124x127.jpg']",https://www.bol.com//nl/nl/p/beyonce-renaissance/9300000118791778/,"67,99","Beyonce released haar 7e studioalbum RENAISSANCE. In typische Queen B stijl, is het artwork iconisch en wordt vergezeld door een inspirerende quote voor fans, die het sentiment en de intentie achter het langverwachte oeuvre benadrukt.  ""Het creëren van dit album gaf me een plek om te dromen en om te ontsnappen in een enge tijd voor de wereld. Het liet me toe om me vrij en avontuurlijk te voelen in een tijd waarin weinig anders in beweging was. Mijn bedoeling was om een veilige plek te creëren, een plek zonder oordeel. Een plek om vrij te zijn van perfectionisme en overdenken. Een plek om te schreeuwen, los te laten, vrijheid te voelen. Het was een mooie ontdekkingsreis. Ik hoop dat je vreugde vindt in deze muziek. Ik hoop dat het je inspireert om de 'wiggle' los te laten. Ha! En om je zo uniek, sterk en sexy te voelen als je bent""","[""1. Beyoncé - I'm That Girl"", '2. Beyoncé - Cozy', '3. Beyoncé - Alien Superstar', '4. Beyoncé - Cuff It', '5. Beyoncé - Energy (Feat. Beam)', '6. Beyoncé - Break My Soul', '7. Beyoncé - Church Girl', '8. Beyoncé - Plastic Off the Sofa', ""9. Beyoncé - Virgo's Groove"", '10. Beyoncé - Move (Feat. Grace Jones and Tems)', '11. Beyoncé - Heated', '12. Beyoncé - Thique', '13. Beyoncé - All Up in Your Mind', '14. Beyoncé - America Has a Problem', '15. Beyoncé - Pure/Honey', '16. Beyoncé - Summer Renaissance']"
Bob Marley & The Wailers - Legend (LP) (35th Anniversary Edition).Verzamelalbum met de grootste hits van Bob Marley & The Wailers.,"['https://media.s-bol.com/mMp3YpZ7m7vp/AowBB1/550x550.jpg', 'https://media.s-bol.com/28BL9rR0gz4A/550x542.jpg', 'https://media.s-bol.com/mMp3YpZ7m7vp/AowBB1/124x124.jpg', 'https://media.s-bol.com/28BL9rR0gz4A/124x122.jpg', 'https://media.s-bol.com/R66mOqZW2QRK/124x83.jpg', 'https://media.s-bol.com/gJYg46RLy4pG/124x92.jpg']",https://www.bol.com//nl/nl/p/bob-marley-the-wailers-legend/1000004007423959/,"31,99","Legend is een verzamelalbum van Bob Marley & The Wailers. De grootste hits van Bob Marley zijn op dit album terug te vinden. Waaronder 'I shot The Sherriff, 'No Woman, No Cry', 'Jamming' en 'Redemption Song'. Legends is het reggaealbum aller tijden. De nummers van het album zijn opgenomen in de jaren 1972 tot en met 1983. Op 8 mei 1984 uitgebracht.  Het album is al meer dan 25 miljoen keer verkocht wereldwijd. Rolling Stone plaatste in 2003 het album in The 500 Greatest Albums of All Time.  Bob Marley & The Wailers is een Jamaicaanse reggaeband met Peter Tosh, Bob Marley en Neville Livingston. De band is ontstaan in 1963.","['1. Is This Love - Bob Marley & The Wailers', '2. No Woman, No Cry (Live At The Lyceum, London/1975) - Bob Marley & The Wailers', '3. Could You Be Loved - Bob Marley & The Wailers', '4. Three Little Birds - Bob Marley & The Wailers', '5. Buffalo Soldier - Bob Marley & The Wailers', '6. Get Up, Stand Up - The Wailers', '7. Stir It Up (Original Album Version) - Bob Marley & The Wailers', '8. One Love / People Get Ready (Medley) - Bob Marley & The Wailers', '9. I Shot The Sheriff - The Wailers', '10. Waiting In Vain - Bob Marley & The Wailers', '11. Redemption Song - Bob Marley & The Wailers', '12. Satisfy My Soul - Bob Marley & The Wailers', '13. Exodus - Bob Marley & The Wailers', '14. Jamming - Bob Marley & The Wailers']"
Taylor Swift - Fearless (Taylor's Version) (3 LP),"['https://media.s-bol.com/mM37L6vEQYwE/pQDrywX/550x550.jpg', 'https://media.s-bol.com/gQk7VgV6Y4O6/zKXL39q/550x527.jpg', 'https://media.s-bol.com/mM37L6vEQYwE/pQDrywX/124x124.jpg', 'https://media.s-bol.com/gQk7VgV6Y4O6/zKXL39q/124x119.jpg', 'https://media.s-bol.com/qM2A9Vz0j84r/zKXL39q/124x137.jpg', 'https://media.s-bol.com/BR35Wvk7Wo0N/gLoEJkD/124x124.jpg', 'https://media.s-bol.com/7WADkLPy8xvj/zKXL39q/124x134.jpg', 'https://media.s-bol.com/YlMVRZJy0K2K/zKXL39q/124x134.jpg', 'https://media.s-bol.com/gQk7PjoQLjyG/zKXL39q/124x134.jpg', 'https://media.s-bol.com/YlMVBoopGnpp/zKXL39q/124x124.jpg', 'https://media.s-bol.com/J7PE2Lj24k02/zKXL39q/124x124.jpg']",https://www.bol.com//nl/nl/p/taylor-swift-fearless/9300000045591448/,"50,48",Fearless (Taylor's Version) is een album van Taylor Swift uit 2021,"[""1. Fearless (Taylor's Version) - Taylor Swift"", ""2. Fifteen (Taylor's Version) - Taylor Swift"", ""3. Love Story (Taylor's Version) - Taylor Swift"", ""4. Hey Stephen (Taylor's Version) - Taylor Swift"", ""5. White Horse (Taylor's Version) - Taylor Swift"", ""6. You Belong With Me (Taylor's Version) - Taylor Swift"", ""7. Breathe (Taylor's Version) - Taylor Swift"", ""8. Tell Me Why (Taylor's Version) - Taylor Swift"", ""9. You're Not Sorry (Taylor's Version) - Taylor Swift"", ""10. The Way I Loved You (Taylor's Version) - Taylor Swift"", ""11. Forever & Always (Taylor's Version) - Taylor Swift"", ""12. The Best Day (Taylor's Version) - Taylor Swift"", ""13. Change (Taylor's Version) - Taylor Swift"", ""14. Jump Then Fall (Taylor's Version) - Taylor Swift"", ""15. Untouchable (Taylor's Version) - Taylor Swift"", ""16. Forever & Always (Piano Version) (Taylor's Version) - Taylor Swift"", ""17. Come In With The Rain (Taylor's Version) - Taylor Swift"", ""18. Superstar (Taylor's Version) - Taylor Swift"", ""19. The Other Side Of The Door (Taylor's Version) - Taylor Swift"", ""20. Today Was A Fairytale (Taylor's Version) - Taylor Swift"", ""21. You All Over Me (Taylor's Version) (From The Vault) - Taylor Swift"", ""22. Mr. Perfectly Fine (Taylor's Version) (From The Vault) - Taylor Swift"", ""23. We Were Happy (Taylor's Version) (From The Vault) - Taylor Swift"", ""24. That's When (Taylor's Version) (From The Vault) - Taylor Swift"", ""25. Don't You (Taylor's Version) (From The Vault) - Taylor Swift"", ""26. Bye Bye Baby (Taylor's Version) (From The Vault) - Taylor Swift"", ""27. Love Story (Taylor's Version) (Elvira Remix) - Taylor Swift""]"
Billie Eilish - Happier Than Ever (2 LP).Het tweede studioalbum van Billie Eilish.,"['https://media.s-bol.com/51DAqgol16yX/AowwQ3/550x550.jpg', 'https://media.s-bol.com/BRrRn5wmpLNW/gLZ22pj/550x366.jpg', 'https://media.s-bol.com/51DAqgol16yX/AowwQ3/124x124.jpg', 'https://media.s-bol.com/BRrRn5wmpLNW/gLZ22pj/124x82.jpg', 'https://media.s-bol.com/m7WM0jjYAl00/RgzJppE/124x124.jpg']",https://www.bol.com//nl/nl/p/billie-eilish-happier-than-ever/9300000037022522/,"41,99",Happier Than Ever is een album van Billie Eilish uit 2021,"['1. Getting Older - Billie Eilish', ""2. I Didn't Change My Number - Billie Eilish"", '3. Billie Bossa Nova - Billie Eilish', '4. My Future - Billie Eilish', '5. Oxytocin - Billie Eilish', '6. Goldwing - Billie Eilish', '7. Lost Cause - Billie Eilish', ""8. Halley's Comet - Billie Eilish"", '9. Not My Responsibility - Billie Eilish', '10. Overheated - Billie Eilish', '11. Everybody Dies - Billie Eilish', '12. Your Power - Billie Eilish', '13. Nda - Billie Eilish', '14. Therefore I Am - Billie Eilish', '15. Happier Than Ever - Billie Eilish', '16. Male Fantasy - Billie Eilish']"
Taylor Swift - 1989 (2 LP),"['https://media.s-bol.com/Yrk7xGxqpNRW/99gyAwD/550x550.jpg', 'https://media.s-bol.com/vgYRM1Q98PyL/550x550.jpg', 'https://media.s-bol.com/Yrk7xGxqpNRW/99gyAwD/124x124.jpg', 'https://media.s-bol.com/vgYRM1Q98PyL/124x124.jpg', 'https://media.s-bol.com/WQEvLJqj6yng/124x124.jpg', 'https://media.s-bol.com/mZQ9xkEB4wvp/124x92.jpg', 'https://media.s-bol.com/XVG3Ll9zz16m/ExXpVv/124x124.jpg']",https://www.bol.com//nl/nl/p/taylor-swift-1989/9200000035874864/,"37,61",1989 is een album van Taylor Swift uit 2015,"['1. Welcome To New York - Taylor Swift', '2. Blank Space - Taylor Swift', '3. Style - Taylor Swift', '4. Out Of The Woods - Taylor Swift', '5. All You Had To Do Was Stay - Taylor Swift', '6. Shake It Off - Taylor Swift', '7. I Wish You Would - Taylor Swift', '8. Bad Blood - Taylor Swift', '9. Wildest Dreams - Taylor Swift', '10. How You Get The Girl - Taylor Swift', '11. This Love - Taylor Swift', '12. I Know Places - Taylor Swift', '13. Clean - Taylor Swift']"
